length,width,depth,area,ambient_temp,surface_moisture,defect_severity,mass_required_kg,is_thermal_ok,is_monsoon_sim
1.489,0.18,0.0416,0.2681,40.1,6.1,0,33.019,1,0
1.744,0.828,0.0671,1.4445,30.7,2.9,1,286.157,1,0
4.757,2.13,0.0563,10.1339,33.8,3.7,1,1694.218,1,0
0.632,0.891,0.0698,0.563,23.0,13.9,1,116.216,0,1
0.565,0.127,0.0364,0.0716,34.7,1.8,0,7.714,1,0
1.598,0.826,0.088,1.3197,31.1,3.2,1,343.371,1,0
0.517,1.967,0.065,1.0164,26.6,17.5,1,195.688,0,1
2.77,0.412,0.0759,1.14,36.4,6.4,1,255.93,1,0
2.055,0.401,0.0601,0.8241,26.6,30.5,1,146.268,0,1
0.66,0.329,0.0721,0.2172,35.7,7.6,1,46.407,1,0
1.49,0.663,0.02,0.9884,29.8,9.5,0,58.462,0,0
1.505,0.317,0.0578,0.4776,33.9,7.9,1,81.801,1,0
0.209,1.129,0.0441,0.2358,30.9,1.5,0,30.837,1,0
2.428,0.928,0.0528,2.2541,32.5,12.3,1,352.272,0,1
0.804,0.51,0.0802,0.4096,31.5,4.0,1,97.158,1,0
1.851,1.126,0.028,2.0841,34.4,1.9,0,172.902,1,0
0.486,0.183,0.0748,0.0889,31.1,2.3,1,19.67,1,0
2.359,1.208,0.0692,2.8483,23.7,36.3,1,584.843,0,1
0.593,0.839,0.0856,0.4974,32.8,6.1,1,126.018,1,0
0.111,0.896,0.02,0.0993,29.7,11.2,0,5.88,0,1
2.458,0.153,0.0718,0.3772,27.2,3.5,1,80.136,1,0
0.196,0.87,0.0651,0.1703,27.5,11.9,1,32.814,0,0
0.485,0.645,0.0589,0.3127,29.1,31.3,1,54.563,0,1
3.097,0.632,0.0889,1.9579,34.5,6.7,1,515.36,1,0
3.108,0.411,0.02,1.2765,30.8,10.5,0,75.698,0,0
0.952,0.106,0.0625,0.101,28.3,10.5,1,18.685,0,0
1.099,0.539,0.0804,0.593,32.1,2.1,1,141.242,1,0
0.695,0.51,0.0275,0.3544,34.4,11.2,0,28.863,0,0
0.447,0.54,0.0719,0.2412,32.9,3.5,1,51.397,1,0
0.498,0.857,0.0665,0.4274,32.5,4.9,1,84.066,1,0
1.216,0.385,0.02,0.4686,26.6,24.2,0,27.742,0,1
1.496,0.351,0.0819,0.5252,25.6,9.0,1,127.425,0,0
1.668,0.651,0.0422,1.086,27.0,1.5,0,135.463,1,0
1.659,0.818,0.0916,1.3566,34.3,0.7,1,367.848,1,0
0.196,0.77,0.0715,0.1507,28.4,32.4,1,31.892,0,1
0.782,1.807,0.066,1.4133,29.6,8.9,1,275.764,0,0
0.159,1.273,0.0803,0.2027,24.2,22.4,1,48.207,0,1
0.897,0.143,0.0779,0.1282,30.0,7.6,1,29.57,1,0
0.683,0.763,0.0208,0.5209,26.6,36.9,0,32.148,0,1
2.287,0.533,0.0259,1.2182,35.9,8.1,0,93.347,0,0
0.532,0.458,0.0571,0.2439,25.0,37.1,1,41.238,0,1
0.225,2.634,0.0385,0.5914,26.6,11.8,0,67.449,0,0
0.254,0.588,0.0932,0.1496,34.3,5.7,1,41.307,1,0
1.533,1.117,0.0402,1.7125,37.8,11.4,0,203.812,0,0
1.063,2.831,0.0618,3.0092,32.5,5.7,1,550.92,1,0
0.207,0.231,0.0717,0.0477,32.3,29.6,1,10.134,0,1
0.188,0.145,0.1089,0.0272,37.4,11.1,2,8.79,0,0
1.307,0.401,0.083,0.5243,33.7,10.2,1,128.794,0,0
0.176,0.136,0.0468,0.0239,30.1,1.1,0,3.323,1,0
1.825,0.199,0.0705,0.3638,33.5,0.7,1,75.951,1,0
1.325,3.5,0.074,4.6375,30.1,11.7,1,1015.963,0,0
0.185,2.679,0.0724,0.4952,33.2,2.1,1,106.156,1,0
0.189,1.04,0.0404,0.1963,36.4,3.5,0,23.513,1,0
4.415,1.219,0.1006,5.3809,30.4,14.3,2,1602.001,0,1
0.569,0.221,0.0355,0.1258,26.1,9.2,0,13.223,0,0
0.563,0.824,0.0736,0.4637,33.1,3.1,1,101.045,1,0
1.776,0.234,0.0424,0.4158,30.6,1.9,0,52.106,1,0
3.042,0.48,0.0678,1.4613,26.2,33.4,1,293.441,0,1
4.369,0.439,0.0561,1.9175,35.7,9.3,1,318.236,0,0
1.5,0.861,0.0339,1.2921,27.8,19.2,0,129.884,0,1
0.572,0.166,0.02,0.0952,26.7,29.6,0,5.636,0,1
0.187,0.187,0.0777,0.0351,33.6,10.6,1,8.076,0,0
1.601,0.853,0.0488,1.3661,32.1,9.9,0,197.667,0,0
0.917,0.909,0.0628,0.8336,25.9,11.0,1,154.973,0,0
0.652,0.432,0.096,0.2819,25.8,24.9,1,80.354,0,1
2.468,0.227,0.0725,0.5605,32.4,6.2,1,120.305,1,0
0.218,1.838,0.02,0.4004,36.1,3.3,0,23.696,1,0
0.779,0.144,0.0355,0.1117,29.1,2.6,0,11.727,1,0
0.111,1.111,0.0232,0.1238,26.5,13.8,0,8.492,0,1
0.732,0.221,0.0433,0.1616,29.5,7.9,0,20.732,1,0
0.158,0.912,0.0546,0.144,26.0,28.2,1,23.314,0,1
0.226,0.972,0.1111,0.2201,30.0,3.7,2,72.279,1,0
0.225,1.405,0.0801,0.3161,31.6,9.2,1,75.055,0,0
1.148,0.502,0.0671,0.5761,27.4,10.4,1,114.444,0,0
1.471,0.118,0.0689,0.173,35.1,10.0,1,35.31,0,0
0.976,1.433,0.0695,1.398,31.3,6.6,1,287.573,1,0
3.375,0.57,0.025,1.9225,30.8,7.9,0,142.068,1,0
0.57,1.602,0.0318,0.913,35.6,6.0,0,86.065,1,0
0.436,1.297,0.0691,0.566,26.5,37.4,1,115.763,0,1
2.13,0.652,0.0601,1.388,29.9,3.3,1,246.99,1,0
0.353,3.5,0.066,1.2358,32.7,5.6,1,241.318,1,0
3.403,0.596,0.0921,2.0282,25.1,7.3,1,553.408,1,0
0.112,1.054,0.0462,0.1183,25.5,15.9,0,16.161,0,1
3.603,0.986,0.0526,3.5537,32.9,1.3,1,553.492,1,0
0.144,0.684,0.0649,0.0986,31.4,5.5,1,18.962,1,0
2.318,0.804,0.026,1.864,31.3,8.8,0,143.245,0,0
0.85,1.382,0.0305,1.1749,26.8,0.7,0,106.289,1,0
5.0,0.778,0.0873,3.8909,38.2,6.3,1,1006.928,1,0
0.177,0.578,0.0541,0.1022,32.2,4.6,1,16.354,1,0
0.907,0.968,0.0502,0.878,25.1,1.5,1,130.548,1,0
3.584,0.129,0.0648,0.462,25.7,23.3,1,88.82,0,1
0.84,0.193,0.0266,0.1618,36.2,1.3,0,12.735,1,0
1.093,0.207,0.0539,0.2264,24.9,7.3,1,36.106,0,0
1.29,0.544,0.0485,0.7014,28.5,9.4,0,100.807,0,0
0.706,1.743,0.0673,1.2309,33.3,1.5,1,245.477,1,0
1.088,0.925,0.02,1.0057,30.8,3.6,0,59.531,1,0
0.978,2.978,0.044,2.9123,24.2,3.9,0,379.56,0,0
2.414,0.133,0.0508,0.3201,31.4,15.4,1,48.118,0,1
0.147,1.124,0.0503,0.1647,27.0,29.6,1,24.53,0,1
0.43,0.402,0.081,0.1727,33.9,3.5,1,41.446,1,0
3.104,0.119,0.0443,0.3689,32.1,7.0,0,48.347,1,0
2.31,1.499,0.1215,3.4613,31.4,6.8,2,1244.611,1,0
0.708,0.242,0.0749,0.1714,31.1,10.7,1,38.005,0,0
1.068,0.293,0.0503,0.3126,31.5,0.5,1,46.544,1,0
0.425,0.433,0.0721,0.184,31.2,9.1,1,39.297,0,0
0.308,1.342,0.0745,0.414,36.6,8.3,1,91.259,0,0
0.723,0.884,0.0538,0.639,32.3,6.5,1,101.949,1,0
0.536,0.346,0.083,0.1855,27.8,38.5,1,45.638,0,1
0.976,0.248,0.0405,0.2417,39.9,2.7,0,29.032,1,0
0.181,0.193,0.0717,0.0349,23.8,32.7,1,7.422,0,1
3.765,0.23,0.0579,0.8653,28.4,3.4,1,148.529,1,0
4.384,1.721,0.0658,7.5439,34.4,1.0,1,1470.908,1,0
1.298,2.148,0.0646,2.7877,24.0,7.5,1,532.899,0,0
0.868,2.853,0.0604,2.4762,24.2,10.9,1,442.506,0,0
0.47,1.54,0.0995,0.7245,37.6,9.5,1,213.544,0,0
1.781,1.847,0.0483,3.2894,33.8,5.2,0,470.096,1,0
1.254,1.455,0.0442,1.8247,30.6,7.8,0,238.635,1,0
0.277,2.637,0.0582,0.7317,26.9,10.1,1,125.923,0,0
2.518,1.595,0.0861,4.0163,36.1,7.7,1,1025.09,1,0
1.829,0.596,0.0608,1.0899,26.6,25.3,1,195.974,0,1
3.092,0.412,0.0586,1.2749,34.8,10.9,1,221.057,0,0
1.394,0.802,0.0489,1.1178,37.0,2.0,0,161.684,1,0
1.05,0.85,0.0503,0.8924,29.6,11.7,1,132.986,0,0
0.642,0.784,0.0814,0.5033,20.7,5.2,1,121.402,0,0
2.799,1.081,0.0588,3.0266,21.6,15.9,1,526.155,0,1
2.11,1.06,0.0651,2.238,32.7,10.1,1,430.599,0,0
0.146,0.173,0.046,0.0253,28.4,11.8,0,3.446,0,0
0.127,0.369,0.0755,0.0468,31.4,7.2,1,10.453,1,0
0.572,1.865,0.0845,1.0673,28.9,14.6,1,267.059,0,1
1.764,0.813,0.0414,1.4345,25.9,11.5,0,176.039,0,0
4.464,0.419,0.042,1.8688,37.5,11.6,0,232.589,0,0
0.263,1.62,0.0431,0.4261,30.9,3.1,0,54.303,1,0
1.002,0.329,0.0807,0.3297,35.5,9.9,1,78.874,0,0
0.579,0.521,0.0408,0.3019,29.2,4.2,0,36.468,1,0
3.604,0.359,0.0531,1.2925,37.9,2.4,1,203.57,1,0
1.946,1.741,0.0403,3.3869,25.9,30.8,0,403.161,0,1
1.922,1.142,0.0938,2.1959,32.9,1.6,1,610.222,1,0
0.732,0.593,0.0494,0.4345,26.2,9.2,0,63.551,0,0
0.636,2.254,0.0933,1.4333,39.1,2.3,1,395.866,1,0
0.419,2.199,0.0595,0.9221,27.2,4.7,1,161.982,1,0
0.158,1.095,0.0501,0.173,28.7,11.5,1,25.65,0,1
2.1,1.88,0.076,3.9498,24.3,0.9,1,888.014,0,0
1.776,1.117,0.0592,1.9833,31.7,5.4,1,347.227,1,0
5.0,0.892,0.0882,4.4577,31.6,11.9,1,1162.724,0,1
5.0,0.537,0.0557,2.6843,25.5,32.5,1,442.21,0,1
0.911,0.356,0.051,0.3238,31.2,9.0,1,48.828,0,0
1.565,0.15,0.0509,0.2344,27.9,21.4,1,35.268,0,1
2.996,1.391,0.0849,4.1678,40.9,8.4,1,1049.001,0,0
1.995,0.204,0.065,0.4074,30.3,6.6,1,78.465,1,0
0.384,0.523,0.0453,0.2008,36.7,2.6,0,26.913,1,0
0.699,0.314,0.0313,0.2194,38.2,4.8,0,20.337,1,0
0.238,0.585,0.0642,0.1394,30.7,9.4,1,26.561,0,0
3.18,0.403,0.0412,1.2805,35.6,1.6,0,156.54,1,0
1.032,1.516,0.0246,1.5644,22.1,10.9,0,113.982,0,0
0.36,3.16,0.0818,1.1363,25.6,24.7,1,275.051,0,1
1.214,2.372,0.0354,2.8789,27.7,24.3,0,301.958,0,1
1.063,0.879,0.0243,0.9342,35.4,11.7,0,67.175,0,0
0.543,3.201,0.0573,1.7396,33.1,8.3,1,294.7,0,0
0.221,0.51,0.054,0.1124,31.3,3.2,1,17.967,1,0
1.213,0.691,0.0425,0.8389,37.6,2.3,0,105.838,1,0
0.835,0.337,0.0644,0.2817,26.6,18.0,1,53.715,0,1
1.58,1.926,0.0541,3.0428,27.7,24.8,1,487.562,0,1
0.834,0.258,0.104,0.2156,27.4,22.6,2,66.328,0,1
2.012,0.854,0.0561,1.7186,40.1,10.9,1,285.5,0,0
0.903,1.385,0.0345,1.2506,24.5,17.2,0,127.732,0,1
0.923,0.824,0.066,0.7605,25.3,39.8,1,148.643,0,1
2.193,0.166,0.0677,0.3632,31.4,10.1,1,72.753,0,0
0.617,0.856,0.0533,0.528,26.5,37.8,1,83.349,0,1
0.244,1.266,0.0267,0.3087,38.3,1.0,0,24.423,1,0
0.129,0.266,0.0909,0.0344,27.6,33.9,1,9.262,0,1
1.507,1.168,0.0348,1.7608,30.4,9.0,0,181.357,0,0
1.068,1.787,0.0777,1.909,36.0,2.7,1,439.654,1,0
1.318,3.5,0.0847,4.6118,28.6,11.2,1,1155.648,0,0
0.339,0.522,0.0538,0.1773,23.9,2.2,1,28.209,0,0
0.247,0.12,0.0776,0.0297,29.0,16.3,1,6.824,0,1
0.115,0.535,0.0793,0.0613,27.9,26.7,1,14.381,0,1
0.532,0.964,0.0386,0.5123,32.7,7.3,0,58.585,1,0
0.991,1.876,0.0894,1.8597,32.9,9.2,1,491.287,0,0
0.598,2.326,0.0666,1.3908,32.7,11.2,1,274.374,0,0
0.675,2.023,0.02,1.3659,27.3,11.1,0,80.828,0,0
2.445,0.958,0.064,2.343,27.1,11.8,1,444.119,0,1
0.528,1.018,0.0488,0.5375,35.0,3.9,0,77.685,1,0
0.822,0.102,0.0689,0.0837,34.2,7.4,1,17.081,1,0
1.631,0.462,0.0472,0.753,34.1,3.9,0,105.249,1,0
0.605,1.999,0.0473,1.2095,28.1,37.3,0,169.721,0,1
1.073,1.036,0.0393,1.1117,28.0,32.8,0,129.488,0,1
2.083,0.605,0.0645,1.2598,36.8,2.3,1,240.591,1,0
3.086,0.188,0.0704,0.5804,26.7,28.8,1,121.075,0,1
0.259,0.326,0.0599,0.0845,36.8,12.0,1,15.004,0,0
2.712,0.748,0.0541,2.0273,26.9,14.9,1,325.235,0,1
0.778,1.922,0.0619,1.4946,34.9,10.2,1,274.03,0,0
0.399,0.181,0.0811,0.072,29.3,9.1,1,17.305,0,0
0.715,0.234,0.0392,0.1669,22.1,18.3,0,19.347,0,1
4.014,0.951,0.0333,3.8185,30.5,5.1,0,375.978,1,0
0.778,0.379,0.036,0.2948,35.8,7.5,0,31.436,1,0
0.499,0.249,0.0272,0.124,28.7,30.3,0,9.991,0,1
1.103,0.257,0.0397,0.2839,22.6,26.0,0,33.387,0,1
0.375,0.643,0.0828,0.2408,29.9,11.9,1,59.129,0,0
0.179,0.801,0.026,0.1433,33.2,9.5,0,11.04,0,0
0.238,1.978,0.055,0.4706,31.4,0.9,1,76.575,1,0
0.237,0.704,0.0733,0.1668,26.8,17.8,1,36.213,0,1
0.265,1.04,0.0602,0.2754,30.5,10.4,1,49.164,0,0
0.249,0.259,0.0774,0.0647,33.4,2.3,1,14.845,1,0
1.124,1.1,0.0484,1.2364,31.4,11.4,0,177.198,0,0
0.301,0.937,0.0501,0.2818,28.6,12.1,1,41.875,0,1
0.524,0.295,0.0522,0.1545,32.8,10.1,1,23.917,0,0
2.371,0.985,0.0711,2.3364,28.3,6.9,1,491.643,1,0
0.742,0.29,0.1146,0.2154,25.9,15.3,2,73.142,0,1
1.201,0.82,0.0598,0.9854,32.2,0.8,1,174.648,1,0
0.289,0.984,0.0553,0.2845,30.9,9.3,1,46.582,0,0
0.314,1.046,0.0407,0.3279,26.6,7.9,0,39.543,1,0
0.142,2.02,0.0948,0.2863,28.7,4.6,1,80.256,1,0
0.285,2.463,0.0523,0.702,29.7,8.9,1,108.723,0,0
0.427,1.429,0.0476,0.6097,34.5,8.1,0,86.047,0,0
0.295,1.788,0.0558,0.5271,29.8,3.5,1,87.249,1,0
0.193,0.116,0.0965,0.0223,33.9,10.6,1,6.363,0,0
0.229,0.46,0.0488,0.1052,30.8,8.4,0,15.2,0,0
0.718,0.132,0.0595,0.095,27.9,24.6,1,16.755,0,1
0.331,0.304,0.02,0.1006,35.4,7.6,0,5.961,1,0
0.553,0.485,0.0796,0.268,41.9,10.2,1,63.22,0,0
0.8,1.717,0.0543,1.3739,28.8,20.7,1,220.836,0,1
1.272,0.674,0.0782,0.8571,28.1,39.1,1,198.743,0,1
0.14,0.937,0.0727,0.1313,36.1,4.5,1,28.279,1,0
1.706,0.461,0.0632,0.7859,34.5,7.7,1,147.22,1,0
1.089,0.839,0.051,0.9132,30.1,0.6,1,137.796,1,0
0.185,1.452,0.0613,0.2691,23.4,16.4,1,48.873,0,1
2.168,0.387,0.0332,0.8385,36.4,8.3,0,82.599,0,0
2.637,2.254,0.0645,5.9421,33.6,11.3,1,1135.931,0,0
0.163,0.292,0.0711,0.0476,34.3,3.8,1,10.034,1,0
0.424,2.114,0.0616,0.8966,28.0,15.9,1,163.616,0,1
1.741,0.123,0.0607,0.2141,32.8,7.8,1,38.504,1,0
1.479,0.726,0.0479,1.074,27.1,26.2,0,152.372,0,1
0.304,3.469,0.0568,1.0545,25.1,22.6,1,177.274,0,1
0.335,0.853,0.0381,0.2856,28.1,10.3,0,32.134,0,0
0.563,0.747,0.0491,0.4207,26.6,3.0,0,61.132,1,0
0.763,1.018,0.1013,0.7762,27.6,37.8,2,232.913,0,1
1.063,0.373,0.0618,0.3967,27.2,23.8,1,72.615,0,1
0.56,0.144,0.0697,0.0809,31.4,2.0,1,16.667,1,0
0.721,0.331,0.0595,0.2388,29.0,1.6,1,42.051,1,0
1.476,0.255,0.0613,0.3766,33.0,7.9,1,68.426,1,0
0.137,2.157,0.0627,0.2963,28.6,12.5,1,54.998,0,1
0.391,1.63,0.0552,0.6372,34.6,10.3,1,104.056,0,0
1.349,0.406,0.0719,0.5477,29.5,11.7,1,116.626,0,0
2.356,1.547,0.0457,3.6435,29.6,12.6,0,493.12,0,1
0.817,0.29,0.0303,0.2372,33.4,5.3,0,21.329,1,0
0.86,0.278,0.0639,0.239,22.3,5.4,1,45.186,0,0
0.213,1.267,0.0824,0.2704,25.1,15.1,1,66.004,0,1
0.693,0.417,0.047,0.2889,26.3,14.5,0,40.239,0,1
0.861,0.154,0.0757,0.1322,26.7,5.2,1,29.652,1,0
0.378,1.118,0.0734,0.4224,31.1,2.9,1,91.938,1,0
0.414,3.5,0.0912,1.4479,32.9,9.8,1,390.799,0,0
0.574,0.768,0.0973,0.4404,31.4,8.7,1,126.919,0,0
0.12,0.345,0.0716,0.0415,27.3,15.4,1,8.802,0,1
0.489,0.473,0.0576,0.2313,27.8,12.1,1,39.475,0,1
0.338,0.937,0.0277,0.3162,36.9,10.8,0,25.922,0,0
0.497,1.067,0.0795,0.53,29.7,30.9,1,124.824,0,1
0.228,1.84,0.0826,0.4186,28.9,18.6,1,102.684,0,1
2.312,2.016,0.0549,4.6613,34.3,5.4,1,756.592,1,0
1.0,1.68,0.067,1.6809,37.3,6.1,1,333.015,1,0
1.237,0.936,0.0395,1.158,37.0,4.5,0,135.305,1,0
1.657,0.578,0.048,0.9577,36.5,10.8,0,136.356,0,0
0.79,1.01,0.0336,0.7978,25.5,32.7,0,79.273,0,1
0.191,0.979,0.0654,0.1869,33.2,0.6,1,36.198,1,0
0.87,0.297,0.052,0.2582,26.7,10.6,1,39.771,0,1
0.984,0.667,0.085,0.656,33.3,0.5,1,165.253,1,0
1.468,0.287,0.0647,0.421,34.3,8.3,1,80.795,0,0
0.665,1.935,0.0671,1.2869,31.3,2.6,1,255.477,1,0
0.236,0.412,0.0602,0.0975,27.9,19.0,1,17.372,0,1
0.434,1.41,0.0916,0.6114,31.7,5.2,1,165.903,1,0
0.551,0.479,0.089,0.2639,31.3,10.0,1,69.662,0,0
1.138,1.254,0.0566,1.4276,24.4,7.7,1,239.338,0,0
0.946,0.3,0.066,0.2835,38.6,11.5,1,55.38,0,0
0.54,1.254,0.0883,0.6776,28.7,7.2,1,177.017,1,0
4.406,0.258,0.0365,1.1381,32.7,4.0,0,122.913,1,0
1.031,0.64,0.066,0.6597,32.6,6.1,1,129.111,1,0
0.371,0.196,0.053,0.0729,26.2,20.1,1,11.433,0,1
0.207,0.7,0.0895,0.1452,32.8,6.3,1,38.454,1,0
0.266,1.475,0.0706,0.3922,35.9,4.3,1,82.108,1,0
0.382,1.227,0.0252,0.4691,33.0,4.1,0,35.11,1,0
0.275,0.142,0.0517,0.039,29.0,32.7,1,5.969,0,1
0.306,0.642,0.0881,0.1968,30.3,39.4,1,51.345,0,1
0.436,1.63,0.0778,0.7099,26.1,30.0,1,163.546,0,1
0.29,0.94,0.0392,0.273,29.2,2.6,0,31.579,1,0
2.371,0.149,0.0404,0.3528,28.0,6.5,0,42.211,1,0
0.184,0.415,0.0616,0.0762,36.5,8.7,1,13.901,0,0
0.843,0.751,0.0589,0.6331,28.3,1.2,1,110.474,1,0
0.628,0.252,0.0549,0.1581,27.5,27.2,1,25.696,0,1
4.139,1.016,0.0519,4.2063,36.9,5.7,1,646.975,1,0
0.219,0.906,0.0482,0.1982,32.6,9.2,0,28.359,0,0
0.607,0.281,0.1051,0.1706,27.0,3.6,2,53.13,1,0
3.589,0.74,0.0527,2.6542,30.8,5.7,1,413.402,1,0
2.106,1.436,0.0468,3.0243,26.6,13.7,0,419.199,0,1
1.799,0.476,0.0701,0.8558,29.0,18.1,1,177.77,0,1
0.398,0.327,0.058,0.1302,32.1,12.0,1,22.315,0,0
0.287,1.066,0.0416,0.3065,36.6,10.1,0,37.735,0,0
1.205,0.159,0.055,0.1912,36.1,5.0,1,31.111,1,0
2.75,1.53,0.0588,4.2088,30.9,5.7,1,732.821,1,0
0.914,2.398,0.0686,2.1911,30.3,34.1,1,444.518,0,1
0.948,2.777,0.0663,2.6319,29.3,15.7,1,516.727,0,1
0.428,0.553,0.0397,0.2371,26.1,24.8,0,27.83,0,1
1.567,0.881,0.0722,1.3807,24.7,23.8,1,294.909,0,1
0.307,1.658,0.0778,0.5091,38.8,9.4,1,117.133,0,0
0.491,0.302,0.0385,0.1485,28.8,20.8,0,16.942,0,1
0.654,0.122,0.0445,0.0801,37.7,10.0,0,10.547,0,0
0.808,0.488,0.0565,0.3948,35.9,2.3,1,65.915,1,0
0.378,1.826,0.0644,0.6895,32.0,10.4,1,131.535,0,0
0.222,0.663,0.0652,0.1471,27.5,26.3,1,28.41,0,1
1.043,0.704,0.0591,0.7348,34.7,8.8,1,128.883,0,0
0.441,1.041,0.0314,0.4585,26.1,6.5,0,42.683,1,0
0.97,0.784,0.0802,0.7605,29.4,11.1,1,181.134,0,0
0.268,0.145,0.0402,0.0388,28.4,8.8,0,4.614,0,0
0.756,0.758,0.087,0.5734,27.1,27.8,1,147.668,0,1
0.861,0.935,0.0834,0.8048,31.7,3.8,1,198.571,1,0
0.153,0.921,0.0377,0.1411,36.9,11.5,0,15.748,0,0
0.51,1.143,0.067,0.5832,27.0,34.0,1,115.859,0,1
0.244,0.687,0.0872,0.1679,32.8,3.5,1,43.455,1,0
0.165,1.943,0.0718,0.3214,25.5,19.6,1,68.38,0,1
4.701,0.599,0.026,2.8174,25.3,24.5,0,217.044,0,1
0.489,0.684,0.0593,0.3346,33.2,5.6,1,58.721,1,0
1.76,1.312,0.0767,2.3099,31.3,11.5,1,524.443,0,0
0.394,1.533,0.0936,0.6038,27.4,24.5,1,167.652,0,1
1.244,0.936,0.0573,1.1647,37.6,7.7,1,197.149,1,0
1.528,0.208,0.0267,0.318,36.6,10.9,0,25.092,0,0
1.005,0.423,0.1038,0.425,33.0,4.6,2,130.39,1,0
0.738,0.116,0.0576,0.0858,27.8,14.6,1,14.628,0,1
0.631,0.38,0.0889,0.2398,29.5,0.7,1,63.096,1,0
0.529,0.776,0.0548,0.4103,24.5,29.6,1,66.625,0,1
2.753,1.409,0.071,3.8777,29.5,35.8,1,815.113,0,1
1.876,0.805,0.0463,1.5096,33.1,3.3,0,207.337,1,0
3.453,0.133,0.0467,0.4578,31.3,6.4,0,63.259,1,0
0.233,0.34,0.0962,0.0791,31.7,2.5,1,22.538,1,0
1.413,0.79,0.0788,1.1164,29.6,3.9,1,260.269,1,0
2.886,1.088,0.0594,3.1392,31.8,1.3,1,553.376,1,0
0.3,1.711,0.0787,0.5131,30.4,11.3,1,119.477,0,0
0.169,2.845,0.0464,0.4802,33.4,5.3,0,65.992,1,0
1.451,1.879,0.06,2.7271,29.7,7.2,1,484.319,1,0
0.954,0.604,0.062,0.5764,30.7,1.7,1,105.777,1,0
1.944,1.199,0.0448,2.3315,29.4,2.6,0,309.051,1,0
0.251,0.32,0.0422,0.0802,36.0,7.2,0,10.014,1,0
1.686,0.153,0.0222,0.2576,25.5,22.3,0,16.945,0,1
0.325,0.145,0.0406,0.0473,33.7,4.8,0,5.692,1,0
0.279,0.321,0.0966,0.0894,35.4,5.4,1,25.546,1,0
0.279,0.131,0.0245,0.0365,24.8,22.9,0,2.644,0,1
1.785,1.619,0.0593,2.8904,34.1,7.8,1,508.119,1,0
1.194,0.639,0.0631,0.7626,29.3,1.9,1,142.727,1,0
0.84,1.432,0.055,1.2037,22.9,10.1,1,196.033,0,1
0.544,2.349,0.0775,1.2791,30.7,2.4,1,293.267,1,0
2.197,3.5,0.0545,7.6902,35.5,6.6,1,1243.04,1,0
0.598,2.314,0.0791,1.3844,30.7,24.4,1,323.861,0,1
1.796,1.109,0.071,1.9911,33.4,7.2,1,418.78,1,0
0.678,0.567,0.0329,0.3844,27.7,0.9,0,37.574,1,0
0.573,0.829,0.0832,0.4751,29.7,7.0,1,117.019,1,0
0.721,1.456,0.0537,1.0503,26.7,8.1,1,166.871,0,0
0.459,1.923,0.0242,0.8819,25.5,30.2,0,63.033,0,1
1.477,2.607,0.0694,3.8506,33.7,7.5,1,791.857,1,0
0.799,1.149,0.0543,0.9178,28.7,16.9,1,147.805,0,1
0.364,0.721,0.0926,0.2627,27.0,4.2,1,72.026,1,0
2.398,2.863,0.0819,6.8664,30.5,30.8,1,1666.356,0,1
0.584,2.648,0.042,1.5473,24.6,38.0,0,192.57,0,1
0.884,0.619,0.079,0.5477,29.4,9.9,1,128.047,0,0
2.469,0.937,0.0461,2.3134,27.7,39.5,0,315.644,0,1
1.079,1.426,0.0269,1.5378,28.6,19.1,0,122.359,0,1
0.224,0.554,0.0477,0.1243,28.2,7.4,0,17.558,1,0
2.911,1.515,0.0334,4.4085,40.3,0.7,0,435.721,1,0
1.088,0.195,0.0597,0.2117,30.0,4.7,1,37.441,1,0
0.508,0.625,0.0986,0.3173,30.4,8.4,1,92.625,0,0
0.25,0.627,0.0616,0.1568,31.7,5.7,1,28.586,1,0
1.68,1.023,0.0692,1.7191,30.0,1.7,1,352.335,1,0
1.068,0.199,0.0399,0.2125,25.0,5.9,0,25.181,0,0
0.862,0.187,0.0492,0.1614,25.4,35.9,0,23.549,0,1
2.343,1.947,0.0709,4.562,33.7,11.0,1,957.201,0,0
1.654,0.39,0.0586,0.6444,21.8,10.8,1,111.891,0,1
0.264,0.417,0.0456,0.1102,33.3,3.8,0,14.876,1,0
0.474,1.3,0.0801,0.6156,35.7,8.7,1,145.902,0,0
0.386,0.529,0.0628,0.2039,23.5,14.1,1,37.893,0,1
1.462,1.531,0.1011,2.2395,25.7,24.6,2,670.483,0,1
0.134,0.511,0.0732,0.0685,37.4,6.0,1,14.849,1,0
0.944,1.244,0.0373,1.1737,38.5,0.8,0,130.014,1,0
1.537,0.696,0.0623,1.0702,27.0,24.7,1,197.29,0,1
2.194,2.297,0.0359,5.0387,27.9,27.4,0,534.664,0,1
0.519,0.417,0.1001,0.2164,36.9,7.4,2,64.079,1,0
1.822,0.46,0.0402,0.8388,28.8,2.8,0,99.817,1,0
0.217,2.905,0.0823,0.6311,35.4,9.6,1,153.59,0,0
1.974,1.17,0.0791,2.3094,30.9,3.5,1,540.524,1,0
0.236,1.285,0.0463,0.3037,28.3,33.5,0,41.645,0,1
0.606,0.381,0.0666,0.2309,36.0,3.2,1,45.468,1,0
1.696,0.708,0.0651,1.1999,22.5,7.1,1,231.147,0,0
0.262,0.401,0.0767,0.1052,26.0,0.8,1,23.878,1,0
0.36,0.341,0.0635,0.1228,30.9,2.1,1,23.091,1,0
